video_id,comment_id,parent_id,thread_id,is_reply,author,published_at,updated_at,like_count,text,toxicity_label,toxicity_score,label,note
ak6HXB6--HM,UgwP_QctFWI2AmgqBsJ4AaABAg.9qAJ4mEkrEE9sfsrvSQYaP,UgwP_QctFWI2AmgqBsJ4AaABAg,UgwP_QctFWI2AmgqBsJ4AaABAg,1,@torajiro-i7g,2023-07-27T17:20:49Z,2023-07-27T17:20:49Z,0,ついったーやってねぇけどやりてぇー!!!!!!!!!!,,,0,
ak6HXB6--HM,UgwP_QctFWI2AmgqBsJ4AaABAg.9qAJ4mEkrEE9sxH_G-gj23,UgwP_QctFWI2AmgqBsJ4AaABAg,UgwP_QctFWI2AmgqBsJ4AaABAg,1,@84歳無職の川口,2023-08-03T11:32:33Z,2023-08-03T11:32:33Z,0,ねーみんな途中にある音楽なんていうやつ？,,,0,
ak6HXB6--HM,UgwP_QctFWI2AmgqBsJ4AaABAg.9qAJ4mEkrEE9temO7MZsMs,UgwP_QctFWI2AmgqBsJ4AaABAg,UgwP_QctFWI2AmgqBsJ4AaABAg,1,@omochi-yt,2023-08-21T03:36:21Z,2023-08-21T03:36:21Z,0,絶対ボコされるからできない😂,,,0,
ak6HXB6--HM,UgwP_QctFWI2AmgqBsJ4AaABAg.9qAJ4mEkrEE9u73hQccpLn,UgwP_QctFWI2AmgqBsJ4AaABAg,UgwP_QctFWI2AmgqBsJ4AaABAg,1,@ヤニ,2023-09-01T12:34:23Z,2023-09-01T12:34:22Z,0,ガキ多すぎやろwやってないなら入れたらええやんw,,,1,
ak6HXB6--HM,UgwP_QctFWI2AmgqBsJ4AaABAg.9qAJ4mEkrEE9u76_CUtwaR,UgwP_QctFWI2AmgqBsJ4AaABAg,UgwP_QctFWI2AmgqBsJ4AaABAg,1,@ぺちこ-c1j,2023-09-01T12:59:29Z,2023-09-01T12:59:28Z,0,俺Twitter持ってないんやてもｫｫｫ,,,0,
ak6HXB6--HM,UgwP_QctFWI2AmgqBsJ4AaABAg.9qAJ4mEkrEE9uBpvdD7ufk,UgwP_QctFWI2AmgqBsJ4AaABAg,UgwP_QctFWI2AmgqBsJ4AaABAg,1,@小林輝貴-i9j,2023-09-03T09:01:28Z,2023-09-03T09:01:27Z,0,スプラ3今は欲しいですね,,,0,
ak6HXB6--HM,UgwP_QctFWI2AmgqBsJ4AaABAg.9qAJ4mEkrEE9ufjfLjLzbV,UgwP_QctFWI2AmgqBsJ4AaABAg,UgwP_QctFWI2AmgqBsJ4AaABAg,1,@kaiyuria,2023-09-15T09:03:16Z,2023-09-15T09:03:15Z,0,Twitterやってない😢,,,0,
ak6HXB6--HM,UgwP_QctFWI2AmgqBsJ4AaABAg.9qAJ4mEkrEE9vw-9g26vAj,UgwP_QctFWI2AmgqBsJ4AaABAg,UgwP_QctFWI2AmgqBsJ4AaABAg,1,@令-p3e,2023-10-16T13:06:36Z,2023-10-16T13:06:36Z,0,なんかTwitterでdmするには承認いるらしいねんけど14300円は高くね？,,,0,
ak6HXB6--HM,UgwP_QctFWI2AmgqBsJ4AaABAg.9qAJ4mEkrEE9wPka2Rmfcn,UgwP_QctFWI2AmgqBsJ4AaABAg,UgwP_QctFWI2AmgqBsJ4AaABAg,1,@黒歴史製造機,2023-10-28T11:46:59Z,2023-10-28T11:46:59Z,0,ツイッターしてない😢,,,0,
ak6HXB6--HM,UgwP_QctFWI2AmgqBsJ4AaABAg.9qAJ4mEkrEEA0o-kkm-itl,UgwP_QctFWI2AmgqBsJ4AaABAg,UgwP_QctFWI2AmgqBsJ4AaABAg,1,@油-p2z,2024-03-10T13:46:14Z,2024-03-10T13:46:14Z,0,スプラ3持ってるけど容量足りんくてツイッターさえ入れられないしニンテンドーオンラインに加入出来てない、悲しみ,,,0,
ak6HXB6--HM,UgwP_QctFWI2AmgqBsJ4AaABAg.9qAJ4mEkrEEA1KOFo_G9oY,UgwP_QctFWI2AmgqBsJ4AaABAg,UgwP_QctFWI2AmgqBsJ4AaABAg,1,@mezuhinalukakids,2024-03-23T12:55:16Z,2024-03-23T12:55:16Z,0,よしじゃあやろうぜww(ウデマエC),,,0,
ak6HXB6--HM,UgwP_QctFWI2AmgqBsJ4AaABAg.9qAJ4mEkrEEA1bZMaxle4X,UgwP_QctFWI2AmgqBsJ4AaABAg,UgwP_QctFWI2AmgqBsJ4AaABAg,1,@こんぺいとう-i5l,2024-03-30T14:18:39Z,2024-03-30T14:18:39Z,0,Twitterやってないんよなー,,,0,
ak6HXB6--HM,UgwP_QctFWI2AmgqBsJ4AaABAg.9qAJ4mEkrEEA6Sc_2liEzq,UgwP_QctFWI2AmgqBsJ4AaABAg,UgwP_QctFWI2AmgqBsJ4AaABAg,1,@renren.eutr3,2024-07-29T00:20:00Z,2024-07-29T00:20:00Z,0,行きます！,,,0,
ak6HXB6--HM,UgwP_QctFWI2AmgqBsJ4AaABAg.9qAJ4mEkrEEA6Scbhk84Yt,UgwP_QctFWI2AmgqBsJ4AaABAg,UgwP_QctFWI2AmgqBsJ4AaABAg,1,@renren.eutr3,2024-07-29T00:20:21Z,2024-07-29T00:20:21Z,0,やりましょう！,,,0,
ak6HXB6--HM,UgwP_QctFWI2AmgqBsJ4AaABAg.9qAJ4mEkrEEA74gKH33sBX,UgwP_QctFWI2AmgqBsJ4AaABAg,UgwP_QctFWI2AmgqBsJ4AaABAg,1,@fizikaruobaasan,2024-08-13T13:42:25Z,2024-08-13T13:42:25Z,0,普通にやりたい目的でもいいんですか？,,,0,
ak6HXB6--HM,UgwP_QctFWI2AmgqBsJ4AaABAg.9qAJ4mEkrEEA79mXC9ax4g,UgwP_QctFWI2AmgqBsJ4AaABAg,UgwP_QctFWI2AmgqBsJ4AaABAg,1,@荒らしたったaaaaamisutaclan,2024-08-15T13:12:48Z,2024-08-15T13:12:48Z,0,やろうぜウデマエXです2500変えてます,,,0,
ak6HXB6--HM,UgwP_QctFWI2AmgqBsJ4AaABAg.9qAJ4mEkrEEA7OgKXqpkWx,UgwP_QctFWI2AmgqBsJ4AaABAg,UgwP_QctFWI2AmgqBsJ4AaABAg,1,@紅組団長カパおくん,2024-08-21T08:07:16Z,2024-08-21T08:07:16Z,0,ツイッターできねーからできね～～(´;ω;｀),,,0,
ak6HXB6--HM,UgwP_QctFWI2AmgqBsJ4AaABAg.9qAJ4mEkrEEA7Wys4fNYx7,UgwP_QctFWI2AmgqBsJ4AaABAg,UgwP_QctFWI2AmgqBsJ4AaABAg,1,@poyoban,2024-08-24T13:23:11Z,2024-08-24T13:23:11Z,0,やりたいっすw,,,0,
ak6HXB6--HM,UgwP_QctFWI2AmgqBsJ4AaABAg.9qAJ4mEkrEEA7cH3_4AWXj,UgwP_QctFWI2AmgqBsJ4AaABAg,UgwP_QctFWI2AmgqBsJ4AaABAg,1,@武藤貴之-f5r,2024-08-27T00:06:22Z,2024-08-27T00:06:22Z,0,弱過ぎw,,,1,
ak6HXB6--HM,UgwP_QctFWI2AmgqBsJ4AaABAg.9qAJ4mEkrEEA7mse9qcd4C,UgwP_QctFWI2AmgqBsJ4AaABAg,UgwP_QctFWI2AmgqBsJ4AaABAg,1,@user-linemerker,2024-08-31T02:55:57Z,2024-08-31T02:55:57Z,0,それな,,,0,
ak6HXB6--HM,UgwP_QctFWI2AmgqBsJ4AaABAg.9qAJ4mEkrEEA7qrAHMByN1,UgwP_QctFWI2AmgqBsJ4AaABAg,UgwP_QctFWI2AmgqBsJ4AaABAg,1,@RTnova0708,2024-09-01T15:59:57Z,2024-09-01T15:59:57Z,0,まじでやってくれんのか。チャンネル登録しよ,,,0,
ak6HXB6--HM,UgwP_QctFWI2AmgqBsJ4AaABAg.9qAJ4mEkrEEABuZPH2FDj3,UgwP_QctFWI2AmgqBsJ4AaABAg,UgwP_QctFWI2AmgqBsJ4AaABAg,1,@beat_yan,2024-12-11T12:38:31Z,2024-12-11T12:38:31Z,0,やろうかな,,,0,
ak6HXB6--HM,UgwP_QctFWI2AmgqBsJ4AaABAg.9qAJ4mEkrEEAC38tDybYwb,UgwP_QctFWI2AmgqBsJ4AaABAg,UgwP_QctFWI2AmgqBsJ4AaABAg,1,@翔-e8j,2024-12-15T05:59:13Z,2024-12-15T05:59:13Z,0,スプラ3持っているのにTwitterやってないから入れない,,,0,
ak6HXB6--HM,UgwP_QctFWI2AmgqBsJ4AaABAg.9qAJ4mEkrEEACD1j0EEHOT,UgwP_QctFWI2AmgqBsJ4AaABAg,UgwP_QctFWI2AmgqBsJ4AaABAg,1,@たつやたつや-u6d,2024-12-19T02:09:03Z,2024-12-19T02:09:03Z,0,ういやりましょう！！僕弱いけどタイマンお願いします🥺,,,0,
ak6HXB6--HM,UgwP_QctFWI2AmgqBsJ4AaABAg.9qAJ4mEkrEEACq8IQczfkH,UgwP_QctFWI2AmgqBsJ4AaABAg,UgwP_QctFWI2AmgqBsJ4AaABAg,1,@マシュマロ-vv8,2025-01-03T15:56:05Z,2025-01-03T15:56:05Z,0,やろーよー,,,0,
ak6HXB6--HM,UgwP_QctFWI2AmgqBsJ4AaABAg.9qAJ4mEkrEEAJBToG1khQw,UgwP_QctFWI2AmgqBsJ4AaABAg,UgwP_QctFWI2AmgqBsJ4AaABAg,1,@キルハファン-l1m,2025-06-10T11:15:43Z,2025-06-10T11:15:43Z,0,スプラ３２持っている。やりたいよ１V1一緒にスプラ３,,,0,
ak6HXB6--HM,UgwP_QctFWI2AmgqBsJ4AaABAg.9qAJ4mEkrEEAL4GjRLyBLy,UgwP_QctFWI2AmgqBsJ4AaABAg,UgwP_QctFWI2AmgqBsJ4AaABAg,1,@タマキ-o5n,2025-07-27T09:09:34Z,2025-07-27T09:09:34Z,0,僕やってますでもカセット水没しました😢,,,0,
ak6HXB6--HM,UgwP_QctFWI2AmgqBsJ4AaABAg.9qAJ4mEkrEEALfa_ci8Cr5,UgwP_QctFWI2AmgqBsJ4AaABAg,UgwP_QctFWI2AmgqBsJ4AaABAg,1,@ぺろろq,2025-08-11T06:22:52Z,2025-08-11T06:22:52Z,0,るまぴーまんもうたったさんのアカウントのポスト全部消えちゃってます…,,,0,
ak6HXB6--HM,UgwP_QctFWI2AmgqBsJ4AaABAg.9qAJ4mEkrEEAMX004rbMyd,UgwP_QctFWI2AmgqBsJ4AaABAg,UgwP_QctFWI2AmgqBsJ4AaABAg,1,@iwakuro-p8y,2025-09-01T09:32:48Z,2025-09-01T09:32:48Z,2,スプラトゥーン3持ってます。(プロかな?),,,0,
ak6HXB6--HM,UgwP_QctFWI2AmgqBsJ4AaABAg.9qAJ4mEkrEEAO5HZE1pqFK,UgwP_QctFWI2AmgqBsJ4AaABAg,UgwP_QctFWI2AmgqBsJ4AaABAg,1,@Bro-u5t,2025-10-10T08:10:12Z,2025-10-10T08:10:12Z,1,僕Twitterないから出来ない悲し,,,0,
ak6HXB6--HM,Ugx-LyKukqIlu1Kr2r14AaABAg,,Ugx-LyKukqIlu1Kr2r14AaABAg,0,@yunchaan,2025-11-14T03:26:23Z,2025-11-14T03:26:23Z,0,逆にここまでいきられると清々しい👏🏻,,,0,
ak6HXB6--HM,Ugy7x-Lmi5zXcCzbmax4AaABAg,,Ugy7x-Lmi5zXcCzbmax4AaABAg,0,@HIIRO-r5h,2025-10-30T12:17:02Z,2025-10-30T12:17:02Z,0,醤油て,,,0,
ak6HXB6--HM,Ugzyu2U2-9djOLJg4rx4AaABAg,,Ugzyu2U2-9djOLJg4rx4AaABAg,0,@真央-l5v,2025-10-23T06:19:21Z,2025-10-23T06:19:21Z,0,"最近、動画見始めたんですがマイクラの善逸…等、相手一緒ですね。w
動画上げるのって大変なんですね。（脱帽）
見てる分には楽しんでるので最近、動画復活したみたいで頑張ってください！😮",,,0,
ak6HXB6--HM,UgwN8lIlurr86OOx3tB4AaABAg,,UgwN8lIlurr86OOx3tB4AaABAg,0,@ちゃぴ丸-u8y,2025-10-22T06:02:10Z,2025-10-22T06:02:10Z,0,ちゃんと送ってくるんだね😂,,,0,
ak6HXB6--HM,Ugyt6gjZi9e-7VFpmMF4AaABAg,,Ugyt6gjZi9e-7VFpmMF4AaABAg,0,@iwakuro-p8y,2025-10-19T07:11:52Z,2025-10-19T07:11:52Z,0,初心者の真似上手いな,,,0,
ak6HXB6--HM,UgwRVdRusI8AkcFgEnJ4AaABAg,,UgwRVdRusI8AkcFgEnJ4AaABAg,0,@坂之元肉天丸,2025-10-04T06:14:33Z,2025-10-04T06:14:33Z,0,イジメられ不登校がゲームでイキるとか終わってんなw,,,1,
ak6HXB6--HM,UgxzAZRbEeJt5BKnSoR4AaABAg,,UgxzAZRbEeJt5BKnSoR4AaABAg,0,@鈴木の鉄道712,2025-10-01T22:02:24Z,2025-10-01T22:02:24Z,0,インド14億人に殺されろ,,,1,
ak6HXB6--HM,UgzIaERqJhPyno6rvyV4AaABAg,,UgzIaERqJhPyno6rvyV4AaABAg,0,@中島亮-w5q,2025-09-24T17:59:00Z,2025-09-24T17:59:00Z,0,"学校でいじられてイライラしてんねん

これがもう全てやなw",,,1,
ak6HXB6--HM,Ugxtvm9Bc4yUW7zvjld4AaABAg,,Ugxtvm9Bc4yUW7zvjld4AaABAg,0,@井内昇一,2025-09-22T21:58:29Z,2025-09-22T21:58:29Z,1,ふざけんな,,,1,
ak6HXB6--HM,UgzQzlW0gJsMKosuCtR4AaABAg,,UgzQzlW0gJsMKosuCtR4AaABAg,0,@omito0223,2025-09-22T13:12:29Z,2025-09-22T13:12:29Z,0,ちゃんと写真送るだけ、口だけじゃないいところもあるんだな😊,,,0,
ak6HXB6--HM,UgyUcM_ZjZNBYzSzfE54AaABAg,,UgyUcM_ZjZNBYzSzfE54AaABAg,0,@イカ-w5u,2025-09-21T05:25:40Z,2025-09-21T05:25:40Z,0,ルール関与しろっていいたい,,,0,
ak6HXB6--HM,UgyZCTQUakKgGCIkTPl4AaABAg,,UgyZCTQUakKgGCIkTPl4AaABAg,0,@なりなり29,2025-09-20T11:38:03Z,2025-09-20T11:38:03Z,0,うるさい黙れ,,,1,
ak6HXB6--HM,Ugzx27KxncqgbEX5w-B4AaABAg,,Ugzx27KxncqgbEX5w-B4AaABAg,0,@なりなり29,2025-09-20T11:37:44Z,2025-09-20T11:37:44Z,0,荒らしたった変態😊😊,,,1,
ak6HXB6--HM,Ugw4eaaRKapJXzoa0Ax4AaABAg,,Ugw4eaaRKapJXzoa0Ax4AaABAg,0,@なりなり29,2025-09-20T11:37:26Z,2025-09-20T11:37:26Z,0,お前初心者じゃないだろ,,,0,
ak6HXB6--HM,UgxxiEuAEQWU_YA77HV4AaABAg,,UgxxiEuAEQWU_YA77HV4AaABAg,0,@なりなり29,2025-09-20T11:36:38Z,2025-09-20T11:36:38Z,0,雑魚、雑魚ばかばか,,,1,
ak6HXB6--HM,UgxxiEuAEQWU_YA77HV4AaABAg.ANI9HkF2pT4AQ6jybdOGE9,UgxxiEuAEQWU_YA77HV4AaABAg,UgxxiEuAEQWU_YA77HV4AaABAg,1,@apiapi_1325,2025-11-29T14:49:14Z,2025-11-29T14:49:14Z,0,致命的に頭が悪い,,,1,
ak6HXB6--HM,UgzyJQfkUBW3bJJvkTp4AaABAg,,UgzyJQfkUBW3bJJvkTp4AaABAg,0,@くまちょう-o7b,2025-09-20T10:03:15Z,2025-09-20T10:03:15Z,0,根は良い子なんだろうな,,,0,
ak6HXB6--HM,UgyKOxEU7C6nMRCW3QV4AaABAg,,UgyKOxEU7C6nMRCW3QV4AaABAg,0,@セフィロスNo.794,2025-09-18T15:33:46Z,2025-09-18T15:33:46Z,0,これラグいとか言ってたけどメモプようきゅうしたらどうなるんだろ,,,0,
ak6HXB6--HM,UgyurgKqCRdMNE1bHv54AaABAg,,UgyurgKqCRdMNE1bHv54AaABAg,0,@友寄-ad2,2025-09-16T20:39:08Z,2025-09-16T20:39:08Z,0,典型的な関西のアホ！,,,1,
ak6HXB6--HM,Ugz6wK3pKy4FaRCxSp54AaABAg,,Ugz6wK3pKy4FaRCxSp54AaABAg,0,@kenichif1401,2025-09-15T10:52:02Z,2025-09-15T10:52:02Z,0,相手が殴り返して来ない場所から殴ろうとするヤツが多すぎる。,,,0,
ak6HXB6--HM,UgxNf8rflCg7JXWE9Rp4AaABAg,,UgxNf8rflCg7JXWE9Rp4AaABAg,0,@ミチミチ-p9z,2025-09-14T11:19:29Z,2025-09-14T11:19:29Z,0,ポケカは草ww,,,0,
ak6HXB6--HM,Ugy9vq9w6dkgnx8Lict4AaABAg,,Ugy9vq9w6dkgnx8Lict4AaABAg,0,@中川イリス,2025-09-14T00:35:29Z,2025-09-14T00:35:29Z,0,本当に送るとはー(^o^;),,,0,
ak6HXB6--HM,Ugz4-RJckLJ7vSl3ZVR4AaABAg,,Ugz4-RJckLJ7vSl3ZVR4AaABAg,0,@かなで_KITSUNE,2025-09-13T13:56:42Z,2025-09-13T13:56:42Z,0,11:18 w,,,0,
ak6HXB6--HM,UgxEvO39T7Phauu0gHp4AaABAg,,UgxEvO39T7Phauu0gHp4AaABAg,0,@g2peta823,2025-09-11T22:52:29Z,2025-09-11T22:52:29Z,1,どんぐりの背比べ。人間の醜さを見れましたわ。,,,1,
ak6HXB6--HM,UgwJ6cn5OZ2iw8WLUB54AaABAg,,UgwJ6cn5OZ2iw8WLUB54AaABAg,0,@沢木俊也,2025-09-08T11:31:38Z,2025-09-08T11:31:38Z,0,このレベルなら勝てそうw,,,0,
ak6HXB6--HM,UgzdFflWHV-bFpeBrTx4AaABAg,,UgzdFflWHV-bFpeBrTx4AaABAg,0,@gineiden,2025-09-07T16:51:05Z,2025-09-07T16:51:05Z,0,ちゃんと約束通り土下座写真送ってきたのには感心した,,,0,
ak6HXB6--HM,Ugyd5gwdqiLx3S9GxjV4AaABAg,,Ugyd5gwdqiLx3S9GxjV4AaABAg,0,@gosman-z2e,2025-09-07T02:19:27Z,2025-09-07T02:19:27Z,0,将棋ウォーズの子に似てる,,,0,
ak6HXB6--HM,UgyALA2ZAXsZAbg-CkN4AaABAg,,UgyALA2ZAXsZAbg-CkN4AaABAg,0,@ハヤタ隊員-m3r,2025-09-03T09:40:37Z,2025-09-03T09:40:37Z,0,確かにこいつはある意味でプロだ😂,,,0,
ak6HXB6--HM,UgwXaQrTtBrG79GDzWZ4AaABAg,,UgwXaQrTtBrG79GDzWZ4AaABAg,0,@kiana6636,2025-09-03T02:45:58Z,2025-09-03T02:45:58Z,0,最後オモロい笑,,,0,
ak6HXB6--HM,UgwGeyEuM53lZFE9RGZ4AaABAg,,UgwGeyEuM53lZFE9RGZ4AaABAg,0,@Selfy_fish,2025-09-01T15:04:33Z,2025-09-01T15:04:33Z,1,荒らしたったさんどのゲームも上手いのすごすぎ,,,0,
ak6HXB6--HM,UgwjI6iYCvdMntogI3F4AaABAg,,UgwjI6iYCvdMntogI3F4AaABAg,0,@uniunidayo,2025-09-01T01:26:42Z,2025-09-01T01:26:42Z,0,弱くて可愛い,,,1,
ak6HXB6--HM,Ugy55WCXAY0TRopwJsZ4AaABAg,,Ugy55WCXAY0TRopwJsZ4AaABAg,0,@せとか-kirbymikan,2025-08-30T14:09:11Z,2025-08-30T14:09:11Z,0,いい子やわ😊,,,0,
ak6HXB6--HM,UgxlqnJerOP2FY3mCk94AaABAg,,UgxlqnJerOP2FY3mCk94AaABAg,0,@橋本照夫-z1m,2025-08-29T11:12:15Z,2025-08-29T11:12:15Z,0,私が学校行っててS+なのにこいつ雑魚過ぎ😂,,,1,
ak6HXB6--HM,UgzGspchQ2P3BsuvGwB4AaABAg,,UgzGspchQ2P3BsuvGwB4AaABAg,0,@ゴジラ好きに幸あれ,2025-08-29T10:52:14Z,2025-08-29T10:52:14Z,0,気持ち良すぎる,,,0,
ak6HXB6--HM,UgzTvMkQaH5EbFh2sl94AaABAg,,UgzTvMkQaH5EbFh2sl94AaABAg,0,@霍田真琴,2025-08-28T10:09:17Z,2025-08-28T10:09:17Z,0,0:11 ぜったきWWW,,,0,
ak6HXB6--HM,UgxMHOe9J7t_nCXDIcl4AaABAg,,UgxMHOe9J7t_nCXDIcl4AaABAg,0,@Mawin2232,2025-08-16T09:33:31Z,2025-08-16T09:33:31Z,0,スプラやってる、マイクラもやってる……………しかもマイクラチート…………最高すぎて目からハダカデバネズミ出る,,,0,
ak6HXB6--HM,UgzeubhGNZbjitxRB_Z4AaABAg,,UgzeubhGNZbjitxRB_Z4AaABAg,0,@hideishii5727,2025-08-13T11:53:05Z,2025-08-13T11:53:05Z,0,この熱を社会人生活に是非向けてほしい,,,0,
ak6HXB6--HM,Ugyzteu1WadHbn_EYjp4AaABAg,,Ugyzteu1WadHbn_EYjp4AaABAg,0,@りゅう-t7h,2025-08-10T23:41:05Z,2025-08-10T23:41:05Z,0,中学生ぐらいかな…声的に……。,,,0,
ak6HXB6--HM,UgwNsiOFeMdlo15gYix4AaABAg,,UgwNsiOFeMdlo15gYix4AaABAg,0,@サラビア-k3x,2025-08-04T05:26:37Z,2025-08-04T05:26:37Z,14,圧倒的ヤラセ感,,,0,
ak6HXB6--HM,UgycpJIusv8MDAIromR4AaABAg,,UgycpJIusv8MDAIromR4AaABAg,0,@こうき-s5g,2025-08-03T14:36:47Z,2025-08-03T14:36:47Z,0,このチャンネル気に入りました。(登録しました)よろしくです。,,,0,
ak6HXB6--HM,Ugwpc4ZfMkj_Z1ryHrJ4AaABAg,,Ugwpc4ZfMkj_Z1ryHrJ4AaABAg,0,@平山敬通,2025-08-02T02:21:28Z,2025-08-02T02:21:28Z,0,"名前インドしんでまえw
約15億のインド国民を敵に回した男やん",,,1,
ak6HXB6--HM,UgzD8YUpz_64lxZyHCt4AaABAg,,UgzD8YUpz_64lxZyHCt4AaABAg,0,@重富彰仁-h2r,2025-08-01T12:53:48Z,2025-08-01T12:53:48Z,0,スプラシューターってこんな弱かったっけ？,,,0,
ak6HXB6--HM,UgwQrMSjwJ4etN_6GSV4AaABAg,,UgwQrMSjwJ4etN_6GSV4AaABAg,0,@後藤共用3,2025-07-28T05:35:14Z,2025-07-28T05:35:14Z,0,本当に土下座の写真送ってて草（笑）,,,0,
ak6HXB6--HM,Ugwdl51D6KhgKz1td9Z4AaABAg,,Ugwdl51D6KhgKz1td9Z4AaABAg,0,@mrtmsm100,2025-07-27T04:37:27Z,2025-07-27T04:37:27Z,0,この子もほんとはいい子なんやろな😢,,,0,
